Thread  	Address                 	Instruction                     	Result                                  	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE51                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A99 PF=1 AF=0                  	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=00000051                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_40410E	mov     eax, [esi]              	EAX=3C498362                            	
00000E9C	.vmp0:sub_4041EF-DF     	sub     ebp, 4                  	EBP=0022FEEC PF=0 AF=1                  	
00000E9C	.vmp0:sub_4041EF-DC     	mov     [ebp+0], eax            	                                        	
00000E9C	.vmp0:sub_4041EF-D9     	sub     esi, 0FFFFFFFCh         	ESI=00404A9D CF=1                       	
00000E9C	.vmp0:sub_4041EF-D6     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FEB8                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	CF=0 AF=0                               	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE45                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A9E                            	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=00000045                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4043A8	mov     eax, [ebp+0]            	EAX=3C498362                            	
00000E9C	.vmp0:sub_4041EF+1BC    	add     [ebp+4], eax            	CF=1 PF=1 AF=1 ZF=1                     	
00000E9C	.vmp0:sub_4041EF+1BF    	pushf                           	ESP=0022FE64                            	
00000E9C	.vmp0:sub_4041EF+1C0    	pop     dword ptr [ebp+0]       	ESP=0022FE68                            	
00000E9C	.vmp0:sub_4041EF+1C3    	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=3C498308                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A9F CF=0 AF=0 ZF=0             	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=00000008                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=0000003C                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=00404AA0 CF=1                       	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=00000257                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FEF0 CF=0 AF=1                  	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=000000CC                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404AA1 PF=0 AF=0                  	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404160	movzx   eax, byte ptr [esi]     	EAX=00000024                            	
00000E9C	.vmp0:sub_4041EF-8C     	mov     edx, [eax+edi]          	EDX=00000000                            	
00000E9C	.vmp0:sub_4041EF-89     	sub     ebp, 4                  	EBP=0022FEEC AF=1                       	
00000E9C	.vmp0:sub_4041EF-86     	mov     [ebp+0], edx            	                                        	
00000E9C	.vmp0:sub_4041EF-83     	add     esi, 1                  	ESI=00404AA2 AF=0                       	
00000E9C	.vmp0:sub_4041EF-80     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FEB8                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	                                        	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FECC                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404AA3 PF=1                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=000000CC                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404160	movzx   eax, byte ptr [esi]     	EAX=00000014                            	
00000E9C	.vmp0:sub_4041EF-8C     	mov     edx, [eax+edi]          	EDX=004048C5                            	
00000E9C	.vmp0:sub_4041EF-89     	sub     ebp, 4                  	EBP=0022FEE8                            	
00000E9C	.vmp0:sub_4041EF-86     	mov     [ebp+0], edx            	                                        	
00000E9C	.vmp0:sub_4041EF-83     	add     esi, 1                  	ESI=00404AA4 PF=0                       	
00000E9C	.vmp0:sub_4041EF-80     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FEB8                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	PF=1                                    	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE2C                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404AA5                            	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=0000002C                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042F7	mov     esi, [ebp+0]            	ESI=004048C5                            	
00000E9C	.vmp0:sub_4041EF+10B    	add     ebp, 4                  	EBP=0022FEEC PF=0                       	
00000E9C	.vmp0:sub_4041EF+10E    	jmp     loc_404211              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404211	add     esi, [ebp+0]            	PF=1                                    	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=00000008                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004048C6                            	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=00000000                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=004048C7 CF=1 PF=0 AF=1             	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=00000000                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FEF0 CF=0 PF=1                  	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=00000051                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004048C8 PF=0 AF=0                  	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_40410E	mov     eax, [esi]              	EAX=C3B67C9E                            	
00000E9C	.vmp0:sub_4041EF-DF     	sub     ebp, 4                  	EBP=0022FEEC AF=1                       	
00000E9C	.vmp0:sub_4041EF-DC     	mov     [ebp+0], eax            	                                        	
00000E9C	.vmp0:sub_4041EF-D9     	sub     esi, 0FFFFFFFCh         	ESI=004048CC CF=1 PF=1                  	
00000E9C	.vmp0:sub_4041EF-D6     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FEB8                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	CF=0 PF=0 AF=0                          	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE13                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004048CD                            	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=00000013                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4043A8	mov     eax, [ebp+0]            	EAX=C3B67C9E                            	
00000E9C	.vmp0:sub_4041EF+1BC    	add     [ebp+4], eax            	SF=1                                    	
00000E9C	.vmp0:sub_4041EF+1BF    	pushf                           	ESP=0022FE64                            	
00000E9C	.vmp0:sub_4041EF+1C0    	pop     dword ptr [ebp+0]       	ESP=0022FE68                            	
00000E9C	.vmp0:sub_4041EF+1C3    	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=C3B67C1E                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004048CE SF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=0000001E                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=0000002C                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=004048CF CF=1 PF=1 AF=1             	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=00000282                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FEF0 CF=0                       	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=00000015                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004048D0 PF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=0000000C                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=004048D1 CF=1 PF=1                  	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=C3B67C9E                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FEF4 CF=0 PF=0 AF=0             	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=00000015                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004048D2 PF=1                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=00000030                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=004048D3 CF=1 PF=0 AF=1             	
